Date,SOS008L02P_delivery_to_distributor,SOS005L04P_delivery_to_distributor,SOS003L04P_delivery_to_distributor,SOS002L09P_delivery_to_distributor,SOS001L12P_delivery_to_distributor,SOS500M24P_delivery_to_distributor,SOS250M48P_delivery_to_distributor,SOP001L12P_delivery_to_distributor,POV005L04P_delivery_to_distributor,POV002L09P_delivery_to_distributor,POV001L24P_delivery_to_distributor,POV500M24P_delivery_to_distributor,POP001L12P_delivery_to_distributor,POP015K_delivery_to_distributor,SO0005L04P_delivery_to_distributor,SO0002L09P_delivery_to_distributor,SO0001L12P_delivery_to_distributor,SO0500M24P_delivery_to_distributor,POP005L04P_delivery_to_distributor,POP002L09P_delivery_to_distributor,POP001L12P.1_delivery_to_distributor,POP500M24P_delivery_to_distributor,POPF01L12P_delivery_to_distributor,AT5X5K_delivery_to_distributor,ATN02K12P_delivery_to_distributor,ATN01K24P_delivery_to_distributor,MAR02K12P_delivery_to_distributor,MAR01K24P_delivery_to_distributor,ATWWP002K12P_delivery_to_distributor,ATWWP001K24P_delivery_to_distributor,MASR025K_delivery_to_distributor,MAHS025K_delivery_to_distributor,SE500G24P_delivery_to_distributor,SE200G24P_delivery_to_distributor,ATPPCH5X5K_delivery_to_distributor,ATPA1K24P_delivery_to_distributor,MAPA1K24P_delivery_to_distributor,MAP1K25P_delivery_to_distributor,MAC1K25P_delivery_to_distributor,EEA500G12P_delivery_to_distributor,EEA200G24P_delivery_to_distributor,SOS008L02P_delivery_to_distributor,SOS005L04P_delivery_to_distributor,SOS003L04P_delivery_to_distributor,SOS002L09P_delivery_to_distributor,SOS001L12P_delivery_to_distributor,SOS500M24P_delivery_to_distributor,SOS250M48P_delivery_to_distributor,SOP001L12P_delivery_to_distributor,POV005L04P_delivery_to_distributor,POV002L09P_delivery_to_distributor,POV001L24P_delivery_to_distributor,POV500M24P_delivery_to_distributor,POP001L12P_delivery_to_distributor,POP015K_delivery_to_distributor,SO0005L04P_delivery_to_distributor,SO0002L09P_delivery_to_distributor,SO0001L12P_delivery_to_distributor,SO0500M24P_delivery_to_distributor,POP005L04P_delivery_to_distributor,POP002L09P_delivery_to_distributor,POP001L12P.1_delivery_to_distributor,POP500M24P_delivery_to_distributor,POPF01L12P_delivery_to_distributor,AT5X5K_delivery_to_distributor,ATN02K12P_delivery_to_distributor,ATN01K24P_delivery_to_distributor,MAR02K12P_delivery_to_distributor,MAR01K24P_delivery_to_distributor,ATWWP002K12P_delivery_to_distributor,ATWWP001K24P_delivery_to_distributor,MASR025K_delivery_to_distributor,MAHS025K_delivery_to_distributor,SE500G24P_delivery_to_distributor,SE200G24P_delivery_to_distributor,ATPPCH5X5K_delivery_to_distributor,ATPA1K24P_delivery_to_distributor,MAPA1K24P_delivery_to_distributor,MAP1K25P_delivery_to_distributor,MAC1K25P_delivery_to_distributor,EEA500G12P_delivery_to_distributor,EEA200G24P_delivery_to_distributor,SOS008L02P_production,SOS005L04P_production,SOS003L04P_production,SOS002L09P_production,SOS001L12P_production,SOS500M24P_production,SOS250M48P_production,SOP001L12P_production,POV005L04P_production,POV002L09P_production,POV001L24P_production,POV500M24P_production,POP001L12P_production,POP015K_production,SO0005L04P_production,SO0002L09P_production,SO0001L12P_production,SO0500M24P_production,POP005L04P_production,POP002L09P_production,POP001L12P.1_production,POP500M24P_production,POPF01L12P_production,AT5X5K_production,ATN02K12P_production,ATN01K24P_production,MAR02K12P_production,MAR01K24P_production,ATWWP002K12P_production,ATWWP001K24P_production,MASR025K_production,MAHS025K_production,SE500G24P_production,SE200G24P_production,ATPPCH5X5K_production,ATPA1K24P_production,MAPA1K24P_production,MAP1K25P_production,MAC1K25P_production,EEA500G12P_production,EEA200G24P_production,SOS008L02P_production,SOS005L04P_production,SOS003L04P_production,SOS002L09P_production,SOS001L12P_production,SOS500M24P_production,SOS250M48P_production,SOP001L12P_production,POV005L04P_production,POV002L09P_production,POV001L24P_production,POV500M24P_production,POP001L12P_production,POP015K_production,SO0005L04P_production,SO0002L09P_production,SO0001L12P_production,SO0500M24P_production,POP005L04P_production,POP002L09P_production,POP001L12P.1_production,POP500M24P_production,POPF01L12P_production,AT5X5K_production,ATN02K12P_production,ATN01K24P_production,MAR02K12P_production,MAR01K24P_production,ATWWP002K12P_production,ATWWP001K24P_production,MASR025K_production,MAHS025K_production,SE500G24P_production,SE200G24P_production,ATPPCH5X5K_production,ATPA1K24P_production,MAPA1K24P_production,MAP1K25P_production,MAC1K25P_production,EEA500G12P_production,EEA200G24P_production
2023-02-21 00:00:00,0.0,15.0,0.0,70.0,49.99999999999999,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,0.0,0.0,0,0,0,0,0,0,0,443.0000000000001,8150.999999999999,1151.0,6410.000000000001,9234.0,3915.000000000003,297.0,5.0,85.0,300.0000000000001,2055.0,847.0,1236.0,0,0.0,0.0,0.0,0.0,33.0,62.0,312.0,40.0,100.0,1058.0,750.3953333333334,6211.324000000001,10.0,767.0,0.0,113.0,35,5,2339.0,32.0,0,0,0,0,0,0,0.0,745.0,9556.0,1018.0,8307.556,12596.0,5401.0,290.0,0.0,55.0,260.0,666.0,380.0,1650.0,0,0,0,0,0,5.0,45.0,405.0,85.0,100.0,960,410.0,3770.435,20,1010.0,0.0,10,10,0,2780.0,170,0,0,0,0,0,0,0,0,10075,0,12685,12664,8855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668,0,0,0,0,0,0,0,0
2023-02-22 00:00:00,300.9999999999999,9559.0,1435.999999999999,9415.000000000007,12437.0,5588.000000000004,515.0,50.99999999999999,417.0,385.0,1379.0,975.0,219.0,0,0.0,4.999999999999999,6.999999999999999,0.0,56.0,165.0000000000001,820.0000000000001,408.0,380.0000000000001,2434.0,1385.292666666666,4787.878,569.0,1001.17,157.0,44.0,50,11,1634.5,230.0,0,0,0,0,0,0,0,497.0,9220.749999999998,1356.0,7029.55597826087,8777.499999999996,4037.999999999999,357.0000000000001,10.0,182.0,302.0000000000001,1932.0,1055.0,868.0,0,0.0,0.0,0.0,0.0,50.0,43.00000000000001,348.0000000000001,145.0,0.0,892.0,769.0,3672.534333333334,162.0,819.0,5.0,79.0,200,120,1792.0,0.0,0,0,0,0,10,0,0.0,130.0,7459.0,791.0,5937.0,5435.0,2451.0,192.0,25.0,130.0,227.0,2170.0,900.0,500.0,0,0,0,0,0,20.0,50.0,470.0,335.0,80.0,470,1006.0,3151.227,100,538.0,0.0,40,104,100,1046.0,40,0,0,0,0,0,0,0,0,11207,2468,10000,9678,4001,0,0,300,807,2003,2016,0,0,0,0,0,0,0,203,0,0,1462,1000,500,6000,0,1500,0,0,200,50,2500,402,0,0,0,0,0,0,0
2023-02-23 00:00:00,202.0,12238.0,2660.000000000001,8334.999999999998,10243.33297101449,4106.000000000001,293.0,200.0,460.0,870.0,1845.0,1106.0,352.0,0,0.0,0.0,0.0,0.0,91.0,130.0,310.0,195.0,0.0,365.0,456.9993333333334,3466.625,61.666,281.0,0.0,29.0,20,15,2488.0,160.0,0,0,0,0,0,0,0,443.0,8364.999999999998,1099.999999999999,8524.340036231886,11491.0,4802.0,599.0,55.99999999999999,377.0,545.0,1630.0,785.9999999999999,251.0,0,0.0,0.0,0.0,0.0,39.0,106.0,585.0000000000001,127.0,0.0,978.0,1021.562333333333,3592.1145,149.0,556.0,12.0,62.0,5,1,1364.0,231.0,0,0,0,0,0,0,0.0,535.0,11752.0,1856.0,13228.0,12330.0,5981.0,784.0,181.0,400.0,635.0,1920.0,910.0,520.0,0,0,0,0,0,20.0,39.0,180.0,627.0,0.0,1190,2200.0,5241.0,300,490.0,40.0,18,150,25,2075.0,243,0,0,0,0,0,0,0,0,10898,4388,4346,10429,5541,0,0,0,0,1500,0,1500,0,0,0,0,0,0,0,0,0,0,1000,500,5000,0,1000,0,0,110,48,2000,0,0,0,0,0,0,0,0
2023-02-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,400.0,8630.999999999998,956.0,6228.999999999997,9359.0,4039.0,325.9999999999999,309.9999999999999,394.0,602.0,1729.0,1099.0,329.0,0,0.0,0.0,0.0,0.0,47.0,145.0,294.0,210.0,220.0,395.0,280.959,3186.5,15.0,322.0,0.0,22.0,4,0,1168.0,98.0,0,0,0,0,20,0,0.0,330.0,11996.0,1267.0,9605.0,13920.0,4643.0,336.0,310.0,375.0,635.0,1905.0,1620.0,79.0,0,0,0,0,0,0.0,0.0,75.0,85.0,140.0,298,487.0,5179.0,2,790.0,0.0,0,0,10,818.0,95,0,0,0,0,0,0,0,0,11758,0,5633,9529,4144,0,0,0,0,0,0,520,0,0,0,0,0,0,0,2004,0,0,1500,500,5000,0,488,0,0,0,0,3000,250,0,0,0,0,0,0,0
2023-02-25 00:00:00,303.9999999999999,1851.0,152.0,742.3329710144928,841.0,407.0,78.0,0.0,130.0,100.0,188.0,120.0,100.0,0,0.0,0.0,0.0,0.0,0.0,20.0,70.0,0.0,0.0,8.0,55.166,71.45833333333333,5.166,0.0,30.0,0.0,354,20,3.0,0.0,0,0,0,0,0,0,0,120.0,11217.0,935.9999999999994,6779.000000000002,8854.999999999996,2863.0,72.0,59.99999999999999,137.0,277.0000000000001,1327.0,809.0000000000001,167.0,0,0.0,0.0,0.0,0.0,23.0,129.0,358.0,566.9999999999999,0.0,582.0,970.9583333333334,2771.130666666666,191.0,615.17,0.0,42.0,196,25,1227.5,174.0,0,0,0,0,0,0,0.0,36.0,7521.0,1502.0,3005.0,3211.0,1475.0,0.0,0.0,130.0,290.0,809.0,275.0,10.0,0,0,0,0,0,29.0,100.0,450.0,50.0,0.0,450,1439.5,3610.0,165,515.0,0.0,0,170,10,4020.0,364,0,0,0,0,0,0,0,0,10000,0,10000,10000,3239,0,415,701,1510,1001,0,718,0,0,0,0,0,0,302,2016,0,300,1000,500,3000,200,700,0,0,200,0,2000,0,0,0,0,0,0,0,0
2023-02-26 00:00:00,727.0000000000001,11689.0,1577.0,9543.000000000004,13641.25,5427.000000000003,523.9999999999997,72.0,230.0,742.9999999999999,2580.0,1674.0,2341.0,0,0.0,0.0,0.0,0.0,102.0,193.0000000000001,549.9999999999999,474.9999999999999,160.0,924.0,719.0833333333334,4608.833333333333,50.0,1160.0,10.0,59.0,156,10,2441.0,414.0,0,0,0,0,0,0,0,516.0,6396.999999999998,472.0000000000001,3440.441002415458,5163.000000000001,1430.0,154.0,860.0829710144926,175.0,350.0,773.0,511.0000000000001,808.0000000000001,0,0.0,0.0,0.0,0.0,75.0,140.0,453.9999999999999,235.0,300.0,1100.0,495.6666666666667,2048.899166666667,114.0,532.0,80.0,34.0,20,20,1969.0,216.0,0,0,0,0,0,0,0.0,55.0,13560.0,1104.0,6510.0,13715.0,3572.0,94.0,1150.0,140.0,250.0,1140.0,510.0,713.0,0,0,0,0,0,105.0,140.0,848.0,195.0,400.0,1010,142.0,1640.0,0,103.0,30.0,0,0,0,470.0,0,0,0,0,0,0,0,0,0,12672,1153,4385,15492,3002,0,0,0,0,2000,2309,1500,0,0,0,0,0,0,0,1006,701,500,1000,645,4000,200,500,0,0,284,0,2500,0,0,0,0,0,0,0,0
2023-02-27 00:00:00,277.9999999999999,10025.0,1300.0,7405.332971014494,8641.999999999993,2877.000000000002,472.9999999999999,0.0,225.0,528.0,1312.0,682.9999999999998,265.0,0,0.0,0.0,0.0,0.0,50.0,165.0,340.0,171.0,0.0,858.0,511.6666666666667,5739.541666666667,76.0,822.0,0.0,91.0,120,5,1968.0,108.0,0,0,0,0,0,0,0,158.0,12359.0,1404.999999999999,7947.665942028984,15369.83297101449,4502.0,522.0,110.0,170.0,454.0000000000001,2031.0,1161.0,915.0,0,0.0,0.0,0.0,0.0,10.0,75.0,484.0000000000001,270.0,130.0,782.0,686.7496666666666,3934.980666666666,61.166,661.0,0.0,50.0,310,0,2889.0,210.0,0,0,0,0,0,0,0.0,780.413,13862.0,2263.0,7400.0,15180.0,4961.0,419.0,90.318,175.0,496.0,1885.734,1030.824,1215.912,0,0,0,0,0,100.0,110.775,3021.683,330.0,750.0,820,531.0,3646.0,180,270.0,80.0,0,420,0,1240.0,100,0,0,0,0,0,0,0,0,18000,2007,8024,16000,3513,0,0,0,0,1028,1552,1541,0,0,0,0,0,0,0,506,0,519,500,800,3000,200,500,0,0,200,0,2000,700,0,0,0,0,0,0,0
2023-02-28 00:00:00,9.999999999999998,4639.75,435.4999999999999,3397.444021739129,6165.91295289855,1801.659963768116,239.0,0.0,130.0,346.0000000000001,1353.0,706.0,64.0,0,0.0,0.0,0.0,0.0,23.0,53.0,324.0,245.0,0.0,839.0,1331.916,4198.708,513.833,808.375,5.0,13.0,97,25,1935.0,61.00000000000001,0,0,0,0,0,50,0,767.9999999999999,11507.75,1004.0,8076.444021739129,11153.0,3653.0,340.9999999999999,121.0,199.0,526.9999999999999,1364.0,761.0000000000001,1820.0,0,0.0,0.0,0.0,0.0,115.0,136.0,1534.0,315.0,780.0,680.0,464.5826666666667,6719.124666666667,28.833,1169.375,64.0,72.03,40,0,2173.0,33.0,0,0,0,0,0,0,0.0,470.0,10567.0,610.0,6313.0,7450.0,1802.0,395.0,0.0,285.0,545.0,1485.0,1415.0,1721.0,0,0,0,0,0,60.0,50.0,278.0,340.0,120.0,669,428.0,6618.0,0,1231.0,0.0,10,10,0,4155.0,300,0,0,0,0,0,0,0,0,8614,2247,4007,7541,3000,0,0,0,403,1610,0,1536,0,0,0,0,0,0,202,0,480,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-01 00:00:00,897.9999999999999,17085.75,1450.25,11952.65797101449,14022.99999999998,7511.999999999997,226.0,50.58297101449276,727.0,1757.0,2787.0,2255.0,2740.0,0,0.0,0.0,0.0,0.0,190.0,397.0,799.9999999999999,674.0,145.0,147.8,327.67,3664.001666666667,82.0,1021.0,5.830000000000001,25.38,3,24,1273.42,135.0,0,0,0,0,0,0,0,459.9999999999999,5559.000000000001,434.5,3408.999999999998,5768.829981884059,2080.659963768116,169.0,69.99999999999999,329.0,338.0000000000001,1103.0,444.0000000000001,300.9999999999999,0,0.0,0.0,0.0,0.0,52.0,115.0029914529915,628.0000000000002,90.0,0.0,913.0,542.323,2909.0,128.0,783.0,20.0,5.0,257,0,1348.0,72.0,0,0,0,0,0,0,0.0,38.0,10785.3,1676.49,8729.615,14269.383,3999.77,138.959,70.0,90.0,450.673,910.0,400.0,530.0,0,0,0,0,0,23.0,148.0,345.0,90.0,200.0,773,325.0,6632.166,100,1341.0,40.0,0,100,0,2730.0,310,0,0,0,0,0,0,0,0,10000,3266,4000,10000,3197,3,415,800,500,1500,805,1207,0,0,0,0,0,200,200,200,204,304,0,0,2000,0,215,0,0,0,0,2500,300,0,0,0,0,0,0,0
2023-03-02 00:00:00,702.0000000000001,14157.0,1579.0,8539.332971014494,14136.99999999999,4000.000000000002,296.9999999999999,20.0,782.0,1105.0,3287.0,1438.0,786.0000000000001,0,0.0,0.0,0.0,0.0,207.0,429.0000000000001,961.0,618.0,663.0,2989.0,492.0,3826.0,35.0,1847.0,3.0,84.0,0,20,1939.0,193.0,0,0,0,0,0,0,0,210.0,7943.249999999998,954.2499999999994,4855.109963768114,7642.999999999998,2744.0,151.0,110.0,166.0,545.0,1242.0,1179.0,1180.0,0,0.0,0.0,0.0,0.0,32.0,112.0,520.0,160.0,61.0,248.8,251.67,3759.793,69.0,898.0,5.830000000000001,19.38,10,0,1513.42,180.0,0,0,0,0,0,0,0.0,100.0,13554.0,1845.0,7235.0,14220.0,2996.0,0.0,91.0,131.0,403.0,1911.0,1589.0,1060.0,0,0,0,0,0,88.0,133.0,374.0,521.0,200.0,350,100.0,3335.0,0,350.0,0.0,0,50,0,350.0,0,0,0,0,0,0,0,0,3000,18859,0,3000,16000,4040,0,57,300,503,1602,1000,1569,0,0,0,0,0,200,203,415,203,320,0,0,2000,0,1285,31,0,0,0,590,0,0,0,0,0,0,0,0
2023-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,260.0,7210.999999999999,825.9999999999997,4077.0,7985.000000000002,3037.000000000001,33.0,219.9999999999999,165.0,729.9999999999999,1495.0,955.0,699.0,0,0.0,0.0,0.0,0.0,65.0,205.0,620.0,463.9999999999999,50.0,423.0,121.0,1104.0,0.0,390.0,3.0,3.0,0,3,672.0,190.0,0,0,0,0,0,0,0.0,900.0,10698.0,633.0,3977.0,9826.0,3699.0,0.0,150.0,625.0,1035.0,1915.0,1075.0,465.0,0,0,0,0,0,85.0,195.0,530.0,425.0,50.0,670,420.0,3705.0,155,900.0,0.0,0,103,3,630.0,154,0,0,0,0,0,0,0,18,10091,0,4321,9388,3542,0,0,512,1371,1801,1578,896,0,0,0,0,0,0,201,502,502,94,0,500,5000,6,600,0,0,200,50,55,0,0,0,0,0,0,0,0
2023-03-04 00:00:00,675.0,4780.999999999998,224.0,974.110990338164,4969.166032608694,317.0,5.0,4.0,310.0,80.00000000000001,150.0,162.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,35.0,351.0,145.5,486.0,43.0,98.0,40.0,360,0,190.0,5.0,0,0,0,0,0,0,0,710.0,10083.0,1012.999999999999,5702.881038647338,9334.000000000004,3046.000000000001,101.9789855072464,11.0,782.0,1114.0,2585.0,1481.0,317.0,0,0.0,0.0,0.0,0.0,75.0,111.9970085470085,806.9999999999999,360.0,671.0,631.0,617.0,2499.0,122.0,1209.0,36.0,38.0,130,0,2087.0,317.0,0,0,0,0,0,0,0.0,540.0,6858.0,592.0,3095.0,6515.0,2024.0,0.0,0.0,392.0,660.0,1330.0,761.0,385.0,0,0,0,0,0,17.0,30.0,300.0,100.0,500.0,500,500.0,398.0,120,315.0,20.0,0,60,0,1050.0,85,0,0,0,0,0,0,0,1000,6002,0,3000,9003,2601,0,0,340,0,2007,1000,400,0,0,0,0,0,200,0,1003,504,660,0,373,1759,0,751,0,0,15,0,11,0,0,0,0,0,0,0,0
2023-03-05 00:00:00,833.0000000000006,20491.50000000001,2391.000000000002,11536.88798309179,19064.99999999999,7872.0,599.9999999999997,207.0,849.0,1100.0,3326.0,2330.0,1180.0,0,0.0,0.0,0.0,0.0,188.0,460.0000000000001,1506.0,912.0,300.0000000000001,1567.0,475.167,3384.333,52.0,1602.0,3.0,204.0,5,25,2760.0,201.0,0,0,0,0,25,0,0,720.0000000000001,10140.0,849.9999999999998,6768.110990338165,10103.16603260869,2788.0,37.99999999999999,150.0,501.0000000000001,597.0000000000001,1270.0,605.9999999999999,2534.0,0,0.0,0.0,0.0,0.0,26.0,232.0,513.9999999999999,500.0,111.0,162.0,682.0,1282.5,365.0,323.0,7.0,87.0,40,0,1084.0,114.0,0,0,0,0,0,0,0.0,650.0,8431.0,1036.0,3291.0,10644.0,3342.0,0.0,150.0,557.0,604.0,1358.0,816.0,2314.0,0,0,0,0,0,165.0,451.0,572.0,587.0,215.0,10,220.0,100.0,100,300.0,0.0,0,25,30,1100.0,52,0,0,0,0,0,0,0,1760,6004,0,4190,11571,3000,0,0,0,0,2000,1510,823,0,0,0,0,0,100,0,1003,1001,471,0,0,0,0,0,0,0,0,15,1100,1,0,0,0,0,0,0,0
2023-03-06 00:00:00,1228.0,19242.5,2026.0,10460.1100241546,17717.32998188406,5415.000000000004,830.9999999999998,18.0,699.0,1487.0,3238.0,1956.0,595.0,0,0.0,0.0,0.0,0.0,239.0,327.0000000000001,1459.0,675.0000000000001,262.0,440.0,1352.0,5002.0,177.0,1392.0,268.0,106.0,77,10,1317.0,90.0,0,0,0,0,0,0,0,868.9999999999999,15952.5,1624.999999999999,7729.998007246375,11883.32998188406,5524.000000000002,37.99999999999999,0.0,387.0,510.0,1496.0,1080.0,744.0000000000001,0,0.0,0.0,0.0,0.0,145.0,116.0,477.0,256.0000000000001,77.0,1883.0,355.0,3360.333,145.0,917.0,26.0,180.0,174,20,2119.0,94.0,0,0,0,0,0,0,0.0,1235.0,14899.0,1567.0,3995.0,12590.0,6181.999999999999,0.0,14.0,290.0,610.0,1375.0,920.0,735.0,0,0,0,0,0,20.0,156.0,465.0,286.0,50.0,1660,440.0,1578.0,280,1260.0,90.0,55,213,35,1238.0,204,0,0,0,0,10,0,0,1000,13085,0,3016,9737,6341,0,0,0,701,1007,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,500,0,0,286,0,1000,300,0,0,0,0,10,0,0
2023-03-07 00:00:00,409.0000000000001,21303.0,2158.000000000001,10081.77801932367,17482.99999999999,5518.000000000004,174.0,130.0,817.0,814.9999999999999,2506.0,1790.0,285.0,0,0.0,0.0,0.0,0.0,182.0,391.0000000000001,642.9999999999999,404.9999999999999,60.00000000000001,369.0,397.0,2406.0,97.0,965.0,36.0,82.0,3,65,1089.0,65.0,0,0,0,0,0,0,0,1206.0,13671.0,1323.0,7815.999999999999,13982.25,4544.0,10.0,10.0,250.0,428.0000000000001,2308.0,1704.0,1830.0,0,0.0,0.0,0.0,0.0,57.00000000000001,91.00000000000004,566.0,171.0,71.0,862.0,535.0,3491.0,73.0,1222.0,39.0,78.0,142,5,1174.0,133.0,0,0,0,0,0,0,0.0,680.0,14489.0,1541.0,3988.0,15485.0,4940.0,0.0,70.0,58.0,300.0,2305.0,1140.0,1830.0,0,0,0,0,0,217.0,92.0,1040.0,415.0,701.0,770,720.0,2155.0,450,660.0,1.0,103,5,0,215.0,30,0,0,0,0,0,0,0,1068,12753,0,3234,13994,5001,0,0,1005,705,1000,1710,0,0,0,0,0,0,105,224,1000,500,0,400,500,2500,500,2500,0,0,0,0,1000,100,0,0,0,0,0,0,0
2023-03-08 00:00:00,0.0,49.99999999999999,10.0,47.99999999999999,200.0,200.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,162.0,11462.0,1549.0,6763.999999999999,12293.0,5027.0,40.99999999999999,106.0,319.0,396.0000000000001,1599.0,1213.0,1226.0,0,0.0,0.0,0.0,0.0,226.0,328.9999999999999,984.0,448.0000000000001,474.0000000000001,244.0,181.0,1688.0,5.0,556.0,12.0,72.97,0,25,701.0,29.0,0,0,0,0,10,0,0.0,377.0,13358.0,1740.0,4819.0,12848.0,4393.0,0.0,110.0,366.0,220.0,1279.0,1249.0,1456.0,0,0,0,0,0,123.0,120.0,458.0,410.0,400.0,110,490.0,2784.0,104,860.0,100.0,12,80,0,350.0,80,0,0,0,0,0,0,0,0,11446,0,5507,9240,1508,0,336,0,713,1004,1210,0,0,0,0,0,0,0,0,1008,308,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0
2023-03-09 00:00:00,2777.0,28774.0,3998.000000000004,14697.33297101451,22738.1660326087,8654.999999999989,474.9999999999999,201.0,462.0,1550.0,5999.000000000001,2868.000000000001,4952.0,0,0.0,0.0,0.0,0.0,215.0,558.0,1561.0,940.0,170.0,1276.0,1158.0,3861.0,560.0,1293.0,12.0,92.0,5,65,1094.0,100.0,0,0,0,0,0,0,0,470.9999999999999,15194.0,1123.0,5625.999999999998,13115.0,3510.999999999999,12.0,10.0,440.0,405.0000000000001,1114.0,451.0,0.0,0,0.0,0.0,0.0,0.0,111.0,145.0,662.0,449.0,51.00000000000001,350.0,347.0,1723.0,202.0,519.0,55.0,54.0,77,45,544.0,147.0,0,0,0,0,0,0,0.0,708.0,13126.0,136.0,4204.0,11456.0,4207.0,0.0,5.0,480.0,390.0,1310.0,865.0,0.0,0,0,0,0,0,97.0,195.0,685.0,725.0,50.0,360,0.0,1000.0,0,410.0,0.0,2,3,109,440.0,40,0,0,0,0,25,0,0,2062,10280,0,5046,10563,3571,0,306,1600,0,685,1000,1323,0,0,0,0,0,401,2,470,731,0,725,500,3000,406,1200,0,0,0,200,500,2,0,0,0,0,25,0,0
2023-03-10 00:00:00,0.0,20.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,115.0,10220.0,291.9999999999999,4670.999999999998,8548.0,3319.0,0.0,0.0,390.0,430.0000000000001,1873.0,1062.0,150.0,0,0.0,0.0,0.0,0.0,20.0,84.0,100.0,125.0,238.0,355.0,380.0,1984.0,38.0,602.0,0.0,28.0,5,61,459.0,10.0,0,0,0,0,0,0,0.0,305.0,11438.0,0.0,6669.0,11309.0,4671.0,0.0,5.0,625.0,770.0,2073.0,1529.0,50.0,0,0,0,0,0,155.0,64.0,830.0,445.0,0.0,225,71.0,1278.958,0,810.0,0.0,50,5,41,221.0,25,0,0,0,0,0,0,0,0,11007,0,8481,10799,2603,0,0,0,1103,1736,0,657,0,0,0,0,0,0,0,0,0,0,500,505,2500,0,500,0,0,0,0,300,0,0,0,0,0,0,0,0
2023-03-11 00:00:00,132.0,4088.75,866.4999999999998,1458.0,4573.082971014493,1353.999999999999,10.0,0.0,131.0,285.0000000000001,490.0,296.0,210.0,0,0.0,0.0,0.0,0.0,53.0,68.00000000000001,230.0,131.0,0.0,186.8,117.167,498.167,70.5,310.417,1.0,61.0,10,0,91.083,30.0,0,0,0,0,0,0,0,245.9999999999999,12028.5,2697.0,5376.999999999998,11470.16603260869,3706.0,12.0,40.0,219.0,488.0000000000001,1624.0,900.0,1156.0,0,0.0,0.0,0.0,0.0,157.0,100.0,1417.0,964.0,229.0,568.0,732.167,1658.0,334.0,731.0,10.0,45.0,15,24,568.0,62.03500000000001,0,0,0,0,0,0,0.0,360.0,5523.0,470.0,2765.0,5698.0,2240.0,0.0,0.0,229.0,445.0,934.0,502.0,1066.0,0,0,0,0,0,55.0,0.0,485.0,200.0,0.0,525,225.0,930.0,100,218.0,0.0,8,200,20,499.0,15,0,0,0,0,0,0,0,0,11652,3000,6456,8746,3420,0,0,0,0,2001,0,1500,0,0,0,0,0,0,0,501,0,0,0,502,1000,0,800,0,0,113,0,500,0,0,0,0,0,0,0,0
